customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
9842-EFSYY,Female,0.0,No,Yes,0.05555555555555555,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,0.0,Yes,Mailed check,0.3875621890547264,0.02364989614585737
2272-WUSPA,Female,0.0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,1.0,Yes,Electronic check,0.9203980099502488,0.8923263327948303
4584-LBNMK,Male,1.0,Yes,No,0.625,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Credit card (automatic),0.06417910447761194,0.13334294945765057
3898-GUYTS,Female,1.0,No,No,0.625,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,0.0,Yes,Electronic check,0.7840796019900497,0.5038368336025848
0930-EHUZA,Female,0.0,No,No,0.5,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,0.5,Yes,Mailed check,0.5781094527363183,0.2985864297253635
6413-XKKPU,Male,0.0,Yes,Yes,0.2361111111111111,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,0.0,Yes,Electronic check,0.7079601990049752,0.17547311331640897
9975-SKRNR,Male,0.0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Mailed check,0.006467661691542274,1.1539349180705962e-05
3703-KBKZP,Male,1.0,No,No,0.2222222222222222,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0,Yes,Bank transfer (automatic),0.5592039800995026,0.14338218324486499
1449-XQEMT,Male,0.0,No,No,0.041666666666666664,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,Yes,Mailed check,0.01542288557213931,0.004540733902607892
2626-URJFX,Male,0.0,Yes,Yes,0.05555555555555555,Yes,Yes,DSL,No,No,No,No,No,No,0.0,Yes,Electronic check,0.32487562189054725,0.023863374105700438
4973-MGTON,Female,0.0,Yes,No,0.9861111111111112,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Credit card (automatic),0.6582089552238807,0.6866489729979229
3682-YEUWS,Male,0.0,Yes,Yes,0.1388888888888889,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,Yes,Mailed check,0.061194029850746255,0.027129009923840295
1223-UNPKS,Male,0.0,Yes,Yes,0.2777777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Mailed check,0.017910447761194038,0.043987999076852066
2612-RRIDN,Male,0.0,No,No,0.05555555555555555,Yes,No,Fiber optic,No,No,No,No,Yes,No,0.0,Yes,Electronic check,0.6243781094527363,0.037162474036464346
4735-ASGMA,Male,0.0,No,No,0.3611111111111111,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0.0,Yes,Electronic check,0.7970149253731342,0.2880798522963305
3446-QDSZF,Female,0.0,No,No,0.05555555555555555,Yes,No,DSL,No,No,No,No,Yes,No,0.0,No,Credit card (automatic),0.3706467661691542,0.024065312716362794
3669-LVWZB,Male,0.0,No,No,0.06944444444444445,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,0.0,Yes,Mailed check,0.32587064676616917,0.033135241172397877
6892-EZDTG,Female,0.0,Yes,No,0.05555555555555555,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,0.0,Yes,Electronic check,0.7303482587064677,0.03999538426032771
5117-IFGPS,Male,1.0,Yes,No,0.4027777777777778,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0.0,Yes,Electronic check,0.6572139303482587,0.26989960766212784
7379-FNIUJ,Male,0.0,No,No,0.027777777777777776,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,0.0,No,Electronic check,0.8154228855721394,0.020736210477729056
1627-AFWVJ,Female,0.0,No,No,0.4027777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Mailed check,0.011442786069651727,0.0617874451880914
9725-SCPZG,Male,0.0,No,Yes,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,0.0,Yes,Electronic check,0.7223880597014924,0.008314101084698823
5884-GCYMI,Male,0.0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,0.0,No,Mailed check,0.5089552238805971,0.005838910685437342
3217-FZDMN,Female,1.0,No,No,0.1111111111111111,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,0.0,Yes,Credit card (automatic),0.7582089552238807,0.08356219709208401
4486-EFAEB,Male,0.0,No,No,0.18055555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,Yes,Electronic check,0.021393034825870634,0.026869374567274406
0060-FUALY,Female,0.0,Yes,No,0.8194444444444444,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,0.0,Yes,Electronic check,0.7611940298507462,0.6437629817678282
7853-GVUDZ,Female,0.0,Yes,Yes,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,Yes,Credit card (automatic),0.018905472636815905,0.00015578121393953356
7480-QNVZJ,Male,1.0,No,No,0.6944444444444444,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0.0,Yes,Electronic check,0.7706467661691543,0.5536464343411032
6954-OOYZZ,Male,0.0,Yes,No,0.25,Yes,No,DSL,No,No,No,No,No,No,0.0,Yes,Bank transfer (automatic),0.25970149253731345,0.08645857373644127
7088-FBAWU,Female,0.0,Yes,Yes,0.2361111111111111,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,0.0,No,Mailed check,0.5601990049751243,0.1381260096930533
8313-AFGBW,Male,0.0,Yes,No,0.6527777777777778,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,1.0,No,Electronic check,0.5507462686567164,0.4043214862681745
3943-KDREE,Female,0.0,No,No,0.3611111111111111,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0,Yes,Bank transfer (automatic),0.564179104477612,0.20957189014539582
9239-ZBZZV,Female,0.0,No,No,0.08333333333333333,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,0.0,Yes,Electronic check,0.29552238805970155,0.03303715670436187
3097-IDVPU,Male,0.0,Yes,Yes,0.2638888888888889,Yes,Yes,DSL,No,No,No,No,No,No,0.0,No,Credit card (automatic),0.3169154228855722,0.10289060696976692
4398-HSCJH,Female,0.0,No,No,0.041666666666666664,Yes,Yes,DSL,No,No,No,Yes,Yes,No,0.0,Yes,Electronic check,0.4512437810945274,0.015791599353796447
2197-OMWGI,Female,1.0,Yes,Yes,0.9444444444444444,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,1.0,Yes,Electronic check,0.34577114427860695,0.41973805677359793
2303-PJYHN,Female,0.0,Yes,No,0.027777777777777776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Bank transfer (automatic),0.01592039800995026,0.0038310639279944612
9795-VOWON,Male,0.0,No,No,0.09722222222222222,No,No phone service,DSL,No,No,No,No,No,No,0.5,Yes,Credit card (automatic),0.06069651741293534,0.015237710593122546
1237-WIYYZ,Female,0.0,No,No,0.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,Yes,Mailed check,0.012935323383084583,0.04274751903992614
1987-AUELQ,Female,0.0,Yes,No,0.9861111111111112,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Credit card (automatic),0.06766169154228857,0.21404338795291947
7852-LECYP,Male,1.0,Yes,No,0.18055555555555555,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,0.0,No,Credit card (automatic),0.7517412935323383,0.14334179552273252
4430-UZIPO,Male,0.0,No,No,0.041666666666666664,No,No phone service,DSL,No,Yes,No,Yes,No,No,0.0,Yes,Mailed check,0.18507462686567167,0.010373874913454881
4822-LPTYJ,Male,0.0,Yes,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1.0,Yes,Bank transfer (automatic),0.8507462686567164,0.8455342718670666
8165-CBKXO,Male,0.0,Yes,Yes,0.9166666666666666,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,1.0,Yes,Credit card (automatic),0.38308457711442784,0.42575582737133627
6527-PZFPV,Male,0.0,Yes,Yes,0.3333333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,Yes,Credit card (automatic),0.025373134328358218,0.05202515578121394
4855-SNKMY,Female,0.0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,0.0,Yes,Electronic check,0.25721393034825873,0.0029194553427186708
9593-CVZKR,Female,0.0,Yes,Yes,0.7777777777777778,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,Yes,Mailed check,0.06169154228855721,0.1577486729748442
8595-SIZNC,Female,1.0,Yes,No,0.3055555555555556,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Bank transfer (automatic),0.07313432835820897,0.0611585506577429
8008-HAWED,Male,0.0,No,No,0.19444444444444445,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,0.0,Yes,Electronic check,0.32338308457711445,0.08007731363951073
7124-UGSUR,Female,1.0,Yes,No,0.8472222222222222,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.5,Yes,Credit card (automatic),0.8572139303482588,0.7369259173782599
1862-SKORY,Female,1.0,Yes,No,0.5555555555555556,No,No phone service,DSL,No,Yes,No,No,Yes,No,0.0,Yes,Electronic check,0.20945273631840794,0.1867759058389107
5236-XMZJY,Female,0.0,No,No,0.5833333333333334,Yes,No,DSL,Yes,Yes,Yes,No,No,No,0.0,No,Bank transfer (automatic),0.41194029850746267,0.2905319639972306
4827-DPADN,Female,0.0,Yes,Yes,1.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,1.0,Yes,Bank transfer (automatic),0.6472636815920397,0.6951188552965613
2694-CIUMO,Female,0.0,No,No,0.16666666666666666,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,0.0,Yes,Credit card (automatic),0.6099502487562188,0.10840641587814448
5846-ABOBJ,Male,0.0,Yes,No,0.9861111111111112,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Bank transfer (automatic),0.06169154228855721,0.19753634894991923
1439-LCGVL,Female,0.0,Yes,No,0.3611111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Mailed check,0.009452736318407953,0.050865451188552964
0909-SDHNU,Female,0.0,No,Yes,0.09722222222222222,No,No phone service,DSL,Yes,No,No,No,No,No,0.0,No,Mailed check,0.11492537313432837,0.021134318024463417
4647-XXZAM,Female,0.0,Yes,Yes,0.08333333333333333,Yes,No,DSL,No,No,No,No,No,No,0.0,No,Mailed check,0.27114427860696516,0.030740826217401335
1502-XFCVR,Female,0.0,No,No,0.8055555555555556,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0.5,Yes,Electronic check,0.8776119402985075,0.7070216939764598
7740-KKCXF,Male,0.0,Yes,No,0.7083333333333334,No,No phone service,DSL,No,Yes,No,No,No,No,0.0,Yes,Credit card (automatic),0.1174129353233831,0.17431917839833835
5360-XGYAZ,Male,0.0,Yes,Yes,1.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Bank transfer (automatic),0.47164179104477616,0.5360835448880683
9692-TUSXH,Female,0.0,No,No,0.25,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,0.0,Yes,Electronic check,0.7741293532338308,0.19869605354258021
7912-SYRQT,Female,0.0,No,No,0.09722222222222222,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0,Yes,Bank transfer (automatic),0.5656716417910447,0.06163743364874222
3557-HTYWR,Female,0.0,No,No,0.6527777777777778,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,1.0,No,Mailed check,0.5552238805970149,0.4012808677590584
4816-JBHOV,Male,1.0,No,No,0.027777777777777776,Yes,No,DSL,No,No,No,No,No,No,0.0,Yes,Electronic check,0.2631840796019901,0.00864297253634895
8920-NAVAY,Male,1.0,No,No,0.8611111111111112,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.5,Yes,Bank transfer (automatic),0.9203980099502488,0.8117412877913686
1699-TLDLZ,Female,0.0,Yes,Yes,0.2222222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Mailed check,0.014427860696517405,0.0326275098084468
5600-PDUJF,Male,0.0,No,No,0.08333333333333333,Yes,No,DSL,No,No,No,Yes,No,No,0.0,Yes,Credit card (automatic),0.31094527363184077,0.033914147242095544
8292-TYSPY,Male,0.0,No,No,0.2638888888888889,Yes,No,DSL,No,No,Yes,Yes,No,No,0.0,Yes,Credit card (automatic),0.3656716417910448,0.1185898915301177
0567-XRHCU,Female,0.0,Yes,Yes,0.9583333333333334,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,1.0,Yes,Credit card (automatic),0.2557213930348259,0.3394068774521117
1867-BDVFH,Male,0.0,Yes,Yes,0.1527777777777778,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0,Yes,Electronic check,0.5582089552238806,0.09409185321947844
2067-QYTCF,Female,0.0,Yes,No,0.8888888888888888,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Electronic check,0.9243781094527364,0.8002077082852527
2359-QWQUL,Female,0.0,Yes,No,0.5416666666666666,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,0.5,Yes,Credit card (automatic),0.8601990049751244,0.4749653819524579
9103-TCIHJ,Female,0.0,No,No,0.20833333333333334,Yes,Yes,DSL,Yes,No,No,No,No,No,0.0,Yes,Mailed check,0.37263681592039805,0.1016616662820217
7407-SUJIZ,Male,0.0,No,No,0.3472222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Mailed check,0.02338308457711444,0.06031617816755135
9150-KPBJQ,Female,0.0,No,No,0.08333333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Credit card (automatic),0.013930348258706454,0.011314331871682437
0052-DCKON,Male,0.0,Yes,No,0.9166666666666666,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0.5,No,Bank transfer (automatic),0.9706467661691542,0.9143030233094853
3654-ARMGP,Female,0.0,No,No,0.8472222222222222,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,1.0,No,Credit card (automatic),0.700497512437811,0.6118682206323564
9699-UBQFS,Female,1.0,Yes,No,0.5972222222222222,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,0.0,Yes,Electronic check,0.7587064676616916,0.4774982690976229
9367-TCUYN,Female,0.0,No,No,0.16666666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Mailed check,0.01840796019900499,0.023632587122086313
1261-FWTTE,Male,1.0,No,No,0.3194444444444444,No,No phone service,DSL,No,No,No,No,No,Yes,0.0,Yes,Bank transfer (automatic),0.16318407960199002,0.0865047311331641
3528-HFRIQ,Male,1.0,Yes,No,0.9861111111111112,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,0.0,Yes,Bank transfer (automatic),0.3388059701492537,0.43229286868220634
0708-SJDIS,Female,0.0,No,No,0.4722222222222222,Yes,Yes,DSL,No,No,No,Yes,Yes,No,0.0,No,Mailed check,0.4651741293532338,0.24679206092776365
4140-WJAWW,Female,0.0,No,No,0.06944444444444445,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Credit card (automatic),0.01592039800995026,0.01029886914378029
2073-QBVBI,Female,0.0,Yes,No,0.5694444444444444,No,No phone service,DSL,No,Yes,No,Yes,No,No,0.5,No,Mailed check,0.1711442786069652,0.15841795522732519
6928-ONTRW,Female,0.0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Credit card (automatic),0.014427860696517405,0.1570505423494115
3320-VEOYC,Male,1.0,No,No,0.19444444444444445,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0.0,Yes,Electronic check,0.7696517412935323,0.14476113547195937
5231-FIQPA,Female,0.0,No,No,0.5694444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,Yes,Mailed check,0.01592039800995026,0.09135125778906071
6617-WLBQC,Female,0.0,Yes,Yes,0.3194444444444444,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,0.5,No,Credit card (automatic),0.6328358208955224,0.2067909069928456
2599-CIPQE,Male,0.0,Yes,Yes,0.9861111111111112,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1.0,No,Credit card (automatic),0.9059701492537313,0.8959208400646204
6653-CBBOM,Female,0.0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,0.0,Yes,Electronic check,0.517910447761194,0.005942764828063697
8774-GSBUN,Male,0.0,Yes,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Mailed check,0.07114427860696516,0.20520424648049848
7326-RIGQZ,Male,0.0,Yes,Yes,0.08333333333333333,Yes,No,Fiber optic,No,No,No,No,No,No,0.0,Yes,Electronic check,0.5129353233830846,0.041432033233325644
1401-FTHFQ,Male,0.0,Yes,Yes,0.3194444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,Yes,Credit card (automatic),0.017412935323383085,0.04921532425571198
3247-ZVOUO,Male,1.0,Yes,No,0.1388888888888889,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0.0,No,Electronic check,0.6696517412935323,0.09611700900069237
0254-FNMCI,Female,0.0,No,No,1.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Electronic check,0.9119402985074627,0.87761366258943
1848-LBZHY,Female,0.0,Yes,No,0.09722222222222222,Yes,No,DSL,Yes,No,No,No,No,No,0.0,Yes,Bank transfer (automatic),0.3189054726368159,0.03880683129471498
6101-IMRMM,Male,0.0,No,Yes,0.08333333333333333,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,0.0,No,Mailed check,0.7587064676616916,0.06423378721440112
8118-TJAFG,Male,0.0,Yes,Yes,0.125,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,0.0,Yes,Electronic check,0.8283582089552238,0.10247519039926149
5429-LWCMV,Female,0.0,No,No,0.16666666666666666,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,0.0,Yes,Electronic check,0.7054726368159204,0.11986498961458573
7298-IZWLY,Female,0.0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,Yes,Mailed check,0.011442786069651727,6.9236095084237e-05
9758-MFWGD,Female,1.0,Yes,Yes,0.6666666666666666,No,No phone service,DSL,No,Yes,No,No,No,No,0.5,No,Bank transfer (automatic),0.11592039800995023,0.1580833141010847
3955-JBZZM,Male,0.0,No,No,0.2777777777777778,Yes,No,Fiber optic,No,No,No,No,Yes,No,0.0,No,Electronic check,0.6024875621890547,0.18722594045695823
1268-ASBGA,Female,1.0,Yes,No,0.2222222222222222,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0.0,Yes,Credit card (automatic),0.6676616915422885,0.15651396261250866
8943-URTMR,Female,0.0,No,No,0.027777777777777776,Yes,No,Fiber optic,No,No,No,No,Yes,No,0.0,Yes,Mailed check,0.6109452736318408,0.01545118855296561
4815-TUMEQ,Female,0.0,No,No,0.1388888888888889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,Yes,Mailed check,0.010447761194029858,0.019201477036695128
4713-LZDRV,Female,1.0,No,No,0.027777777777777776,Yes,No,Fiber optic,No,No,No,No,No,Yes,0.0,Yes,Electronic check,0.6104477611940298,0.02033810293099469
9909-IDLEK,Male,0.0,Yes,Yes,0.2777777777777778,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,0.0,No,Mailed check,0.781592039800995,0.20861989383798754
4092-OFQZS,Male,0.0,Yes,No,0.2777777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Mailed check,0.02388059701492536,0.04600738518347565
1561-BWHIN,Male,0.0,Yes,Yes,0.2638888888888889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Mailed check,0.01542288557213931,0.03758366028156012
4325-NFSKC,Male,1.0,No,No,0.2638888888888889,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,0.0,Yes,Electronic check,0.7199004975124378,0.1893837987537503
9927-DSWDF,Male,0.0,Yes,No,0.3055555555555556,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,0.0,Yes,Electronic check,0.8592039800995024,0.24945188091391646
9500-LTVBP,Female,0.0,No,No,0.4861111111111111,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,0.0,No,Credit card (automatic),0.6149253731343284,0.3250750057696746
7252-NTGSS,Female,0.0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,0.0,No,Mailed check,0.2676616915422885,0.003040618509116086
8149-AIQCG,Male,0.0,No,No,0.5416666666666666,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0,Yes,Credit card (automatic),0.546268656716418,0.3129529194553427
1360-JYXKQ,Female,1.0,Yes,No,0.75,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,0.5,Yes,Electronic check,0.8044776119402984,0.6252365566582045
2955-PSXOE,Female,0.0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,Yes,Bank transfer (automatic),0.019402985074626858,0.00016155088852988676
7762-URZQH,Male,0.0,Yes,No,0.9166666666666666,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,1.0,Yes,Credit card (automatic),0.8736318407960199,0.8034329563812601
0899-WZRSD,Male,0.0,No,No,0.7777777777777778,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,0.0,Yes,Mailed check,0.8666666666666666,0.6664724209554581
3255-GRXMG,Male,0.0,No,Yes,0.25,Yes,No,DSL,No,No,No,No,No,No,0.0,Yes,Credit card (automatic),0.272636815920398,0.08405261943226403
4828-FAZPK,Female,0.0,Yes,Yes,0.2222222222222222,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,0.0,Yes,Credit card (automatic),0.6139303482587065,0.1441437802907916
6094-ZIVKX,Female,0.0,No,No,0.9444444444444444,Yes,No,DSL,Yes,No,Yes,No,No,No,0.5,Yes,Credit card (automatic),0.3601990049751244,0.42189591507039
6925-BAYGL,Female,1.0,Yes,No,0.7361111111111112,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Credit card (automatic),0.06815920398009952,0.14502654050311561
3262-EIDHV,Female,0.0,Yes,Yes,1.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,1.0,No,Credit card (automatic),0.6611940298507463,0.6779483037156704
7354-OIJLX,Male,0.0,No,No,0.125,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0,Yes,Electronic check,0.5731343283582089,0.08145049619201478
1376-HHBDV,Female,0.0,No,No,0.4166666666666667,Yes,No,DSL,Yes,No,No,No,No,No,0.0,Yes,Mailed check,0.30398009950248756,0.1751615508885299
6907-NZZIJ,Female,0.0,No,No,0.5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0.0,Yes,Electronic check,0.8049751243781095,0.41504731133164086
6133-OZILE,Female,0.0,No,No,0.25,No,No phone service,DSL,No,No,Yes,Yes,No,No,0.0,Yes,Electronic check,0.16865671641791047,0.06790906992845604
4135-FRWKJ,Female,1.0,Yes,Yes,0.7638888888888888,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,0.5,No,Electronic check,0.5771144278606966,0.477238633741057
2911-UREFD,Female,0.0,Yes,No,0.5416666666666666,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,0.0,No,Electronic check,0.3746268656716418,0.24989037618278326
3744-ZRRDZ,Male,0.0,No,No,0.2916666666666667,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,0.0,Yes,Electronic check,0.6378109452736318,0.2116374336487422
5673-TIYIB,Male,0.0,No,No,0.027777777777777776,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,0.0,Yes,Credit card (automatic),0.22039800995024875,0.0067332102469420735
6551-ZCOTS,Male,1.0,No,No,0.4583333333333333,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,Yes,Bank transfer (automatic),0.0661691542288557,0.09566120470805446
7191-ADRGF,Male,0.0,Yes,No,0.6111111111111112,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,1.0,No,Bank transfer (automatic),0.3587064676616915,0.27367297484421876
5018-LXQQG,Female,0.0,Yes,Yes,0.4166666666666667,Yes,No,DSL,Yes,No,No,Yes,No,Yes,0.0,No,Bank transfer (automatic),0.4781094527363184,0.21978998384491116
6892-BOGQE,Female,0.0,Yes,No,0.9861111111111112,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,Yes,Bank transfer (automatic),0.026368159203980085,0.17013616432033235
1602-IJQQE,Female,0.0,No,No,0.05555555555555555,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0,No,Electronic check,0.5681592039800994,0.03684514193399492
4628-WQCQQ,Male,0.0,No,Yes,0.4861111111111111,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,0.5,Yes,Electronic check,0.6656716417910449,0.34754211862450957
1746-TGTWV,Male,0.0,Yes,No,0.013888888888888888,Yes,No,Fiber optic,No,No,Yes,No,No,No,0.0,No,Credit card (automatic),0.5681592039800994,0.0065255019616893605
5995-SNNEW,Male,1.0,Yes,No,0.3194444444444444,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.0,Yes,Electronic check,0.8577114427860697,0.2499480729286868
8050-WYBND,Female,0.0,No,Yes,0.3055555555555556,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,0.5,Yes,Credit card (automatic),0.3104477611940299,0.11684744980383108
2821-WARNZ,Female,0.0,No,Yes,0.6805555555555556,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Credit card (automatic),0.01194029850746268,0.10414262635587353
4879-GZLFH,Female,0.0,Yes,Yes,0.5833333333333334,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,0.0,Yes,Electronic check,0.7353233830845771,0.44502654050311563
1644-IRKSF,Female,0.0,Yes,Yes,0.4583333333333333,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,0.5,Yes,Electronic check,0.7517412935323383,0.3583775675051927
8314-HTWVE,Female,0.0,Yes,Yes,0.09722222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Mailed check,0.01592039800995026,0.014464574198015234
9402-ROUMJ,Female,0.0,Yes,Yes,0.9305555555555556,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,0.5,Yes,Bank transfer (automatic),0.8159203980099502,0.7696976690514655
